%time,field.header.seq,field.header.stamp,field.header.frame_id,field.x,field.y,field.z,field.dx,field.dy,field.dz,field.roll,field.pitch,field.yaw,field.dyaw,field.scale,field.ptamState,field.scaleAccuracy,field.droneState,field.batteryPercent
1618582125412555636,1051,1618582125412257341,,0.0349035710096,-0.045261900872,0.682626187801,0.0,0.0,-0.0480211563408,-0.200710907578,-0.387835621834,0.0,-8.05094146729,1.0,0,0.512499988079,3,70.0
1618582125444864662,1052,1618582125444567599,,0.0353814736009,-0.044747877866,0.680504500866,0.0,0.0,-0.0473976396024,-0.166211500764,-0.392805397511,0.0,-7.94103145599,1.0,0,0.512499988079,3,70.0
1618582125478237117,1053,1618582125477854240,,0.0358520969748,-0.0442829802632,0.679002940655,0.0,0.0,-0.0436924174428,-0.143615201116,-0.458054631948,0.151903420687,-8.01288127899,1.0,0,0.512499988079,3,70.0
1618582125511837666,1054,1618582125511473145,,0.0369006916881,-0.0434355735779,0.678312659264,0.0,0.0,-0.0370081476867,-0.222368478775,-0.520882546902,0.0,-8.06406784058,1.0,0,0.512499988079,3,70.0
1618582125544818403,1055,1618582125544517256,,0.0376172438264,-0.0424959398806,0.681060731411,0.0,0.0,0.0,-0.249267473817,-0.475678414106,0.269013792276,-7.6944694519,1.0,0,0.512499988079,3,70.0
1618582125578351429,1056,1618582125578051421,,0.0384208224714,-0.0416334010661,0.682476699352,0.0,0.0,0.0,-0.189267203212,-0.426301449537,0.0,-8.19797611237,1.0,0,0.512499988079,3,70.0
1618582125611736321,1057,1618582125611474872,,0.0391390286386,-0.0408619865775,0.683408856392,0.0,0.0,0.0,-0.169674471021,-0.470735818148,0.279748171568,-7.73469924927,1.0,0,0.512499988079,3,70.0
1618582125645134917,1058,1618582125644776164,,0.0400244034827,-0.040099222213,0.684875249863,0.0,0.0,0.0,-0.210934087634,-0.537071943283,-0.0872917771339,-8.64024448395,1.0,0,0.512499988079,3,70.0
1618582125678237488,1059,1618582125677949125,,0.0408265218139,-0.0393928922713,0.686421334743,0.0,0.0,0.0,-0.284120351076,-0.495885699987,0.125373914838,-7.7682890892,1.0,0,0.512499988079,3,70.0
1618582125711980151,1060,1618582125711644046,,0.0410470254719,-0.0387762859464,0.688172757626,0.0,0.0,0.0,-0.290572106838,-0.42718732357,0.110217660666,-8.01722335815,1.0,0,0.512499988079,3,70.0
